name,star_name,star_age,star_age_error_min,star_age_error_max,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,detection_type,mass_measurement_type,radius_measurement_type,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max
LHS 1678 b,LHS 1678,7.0,-3.0,2.0,0.00110122315152276,,,0.0611117119686003,-0.00312249623197228,0.00330092458808498,0.8602325,-1.1e-06,1.3e-06,0.01239,-0.00057,0.00056,0.033,-0.023,0.035,88.53,-1.14,1.02,2021.0,-23.0,-103.0,140.0,,,,2458998.15553,-0.00071,0.0007,0.21,-0.14,0.16,,,,830.440581380087,,,Transit,Mass,<a refstr=SILVERSTEIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..255S/abstract target=ref>Silverstein et al. 2024</a>,68.1789866,-39.7908744,12.6,,9.020001,8.501,8.264,19.8782,-0.0094,0.0094,,,,0.345,-0.014,0.014,0.329,-0.01,0.01,M2.0 V,3490.0,-50.0,50.0
LHS 1678 c,LHS 1678,7.0,-3.0,2.0,0.00440489260609106,,,0.0839505415510261,-0.00446070890281754,0.00454992308087389,3.694284,-4.4e-06,4.8e-06,0.0327,-0.0015,0.0015,0.039,-0.025,0.04,88.82,-0.26,0.4,2021.0,23.0,-143.0,109.0,,,,2458998.45607,-0.00057,0.00064,0.44,-0.14,0.09,,,,510.904079282393,,,Transit,Mass,<a refstr=SILVERSTEIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..255S/abstract target=ref>Silverstein et al. 2024</a>,68.1789866,-39.7908744,12.6,,9.020001,8.501,8.264,19.8782,-0.0094,0.0094,,,,0.345,-0.014,0.014,0.329,-0.01,0.01,M2.0 V,3490.0,-50.0,50.0
LHS 1678 d,LHS 1678,7.0,-3.0,2.0,0.00285,,,0.0875191086732802,-0.00642342082005726,0.00624499246394456,4.9652229,-7.5e-06,9.6e-06,0.04,-0.0017,0.0018,0.036,-0.027,0.06,88.31,-0.13,0.14,2024.0,23.0,-132.0,109.0,,,,2459000.45806,-0.00087,0.0009,0.76,-0.06,0.04,,,,462.952133709335,,,Transit,M-R relationship,<a refstr=SILVERSTEIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..255S/abstract target=ref>Silverstein et al. 2024</a>,68.1789866,-39.7908744,12.6,,9.020001,8.501,8.264,19.8782,-0.0094,0.0094,,,,0.345,-0.014,0.014,0.329,-0.01,0.01,M2.0 V,3490.0,-50.0,50.0
LHS 1903 b,LHS 1903,7.08,-1.98,2.87,0.0103200341056991,-0.00132146778182732,0.00132146778182732,0.123293994073877,-0.00410385219059214,0.00410385219059214,2.1555098,-2.9e-06,2.6e-06,0.02656,-0.00058,0.00055,0.015,-0.01,0.014,,,,2026.0,216.0,-87.0,80.0,,,,2458844.5771,-0.0009,0.0012,0.174,-0.091,0.088,2.46,-0.3,0.3,796.0,-20.0,20.0,Transit,Mass,<a refstr=WILSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260211271W/abstract target=ref>Wilson et al. 2026</a>,107.865826,48.3279327,12.23,,9.061,8.418,8.212,35.6917,-0.0833,0.0833,-0.11,-0.09,0.09,0.538,-0.03,0.039,0.539,-0.014,0.014,M,3664.0,-70.0,70.0
LHS 1903 c,LHS 1903,7.08,-1.98,2.87,0.0143159009697959,-0.00217098278443059,0.00229683685889034,0.182532208303294,-0.00660184917616996,0.00695870588839537,6.226185,-2.6e-05,2.8e-05,0.05387,-0.00117,0.00112,0.089,-0.03,0.036,,,,2026.0,288.0,-31.0,38.0,,,,2458844.3692,-0.0021,0.0026,0.513,-0.093,0.088,2.4,-0.35,0.37,559.0,-14.0,14.0,Transit,Mass,<a refstr=WILSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260211271W/abstract target=ref>Wilson et al. 2026</a>,107.865826,48.3279327,12.23,,9.061,8.418,8.212,35.6917,-0.0833,0.0833,-0.11,-0.09,0.09,0.538,-0.03,0.039,0.539,-0.014,0.014,M,3664.0,-70.0,70.0
LHS 1903 d,LHS 1903,7.08,-1.98,2.87,0.0187522570945019,-0.00355537760348778,0.00361830464071766,0.223035445140877,-0.00686949171033901,0.00695870588839537,12.566287,-2.8e-05,3.2e-05,0.08604,-0.00186,0.00178,0.112,-0.044,0.055,,,,2026.0,233.0,-19.0,29.0,,,,2458844.3901,-0.0021,0.0019,0.329,-0.112,0.096,2.48,-0.46,0.46,442.0,-11.0,11.0,Transit,Mass,<a refstr=WILSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260211271W/abstract target=ref>Wilson et al. 2026</a>,107.865826,48.3279327,12.23,,9.061,8.418,8.212,35.6917,-0.0833,0.0833,-0.11,-0.09,0.09,0.538,-0.03,0.039,0.539,-0.014,0.014,M,3664.0,-70.0,70.0
LHS 1903 e,LHS 1903,7.08,-1.98,2.87,0.018217377278048,-0.00506562649700472,0.00503416297838978,0.1545189563936,-0.00517442232726835,0.0052636365053247,29.31773,-0.00025,0.00028,0.15135,-0.00338,0.00314,0.014,-0.01,0.015,,,,2026.0,263.0,-76.0,63.0,,,,2458868.8152,-0.0083,0.0071,0.12,-0.079,0.094,1.82,-0.5,0.5,333.0,-8.0,9.0,Transit,Mass,<a refstr=WILSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260211271W/abstract target=ref>Wilson et al. 2026</a>,107.865826,48.3279327,12.23,,9.061,8.418,8.212,35.6917,-0.0833,0.0833,-0.11,-0.09,0.09,0.538,-0.03,0.039,0.539,-0.014,0.014,M,3664.0,-70.0,70.0
LHS 3154 b,LHS 3154,5.0,-2.0,4.0,0.041374526978641,-0.00258000852642476,0.00264293556365464,0.329,,,3.71778,-0.00081,0.0008,0.02262,-0.00018,0.00018,0.076,-0.047,0.057,,,,2023.0,82.0,-47.0,102.0,2458874.02,-0.57,0.67,2458874.0,-0.14,0.14,,,,23.4,-1.4,1.5,343.829406390019,-10.4461418592993,10.4461418592993,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,241.6367309,40.9068221,17.65,,11.05,10.423,10.072,15.7606,-0.018,0.018,,,,0.1118,-0.0027,0.0027,0.1405,-0.0038,0.0038,M6.5,2861.0,-77.0,77.0
LHS 3844 b,LHS 3844,7.8,-1.6,1.6,0.00745685391173987,-0.000786587965373403,0.000786587965373403,0.114729432980467,-0.00392542383447944,0.00383620965642309,0.462929709,-4.2e-08,4.4e-08,0.00624,-0.0002,0.00019,0.0,,,88.9,-0.65,0.74,2019.0,90.0,,,,,,2460178.83309,-0.00011,0.0001,0.137,-0.092,0.078,6.95,-0.6,0.55,816.0,-14.0,14.0,Transit,Mass,<a refstr=NAGEL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260328238N/abstract target=ref>Nagel et al. 2026</a>,340.4962038,-69.1721081,15.24,11.88,10.046,9.477,9.145001,14.8846,-0.0113,0.0113,0.22,-0.1,0.1,0.151,-0.014,0.014,0.189,-0.006,0.006,M4.5-M5.0,3080.0,-50.0,50.0
LP 261-75 b,LP 261-75 A,0.15,-0.05,0.05,21.0,-5.0,10.0,1.08,,,,,,450.0,-120.0,120.0,,,,,,,2006.0,,,,,,,,,,,,,,,,1500.0,-150.0,150.0,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,147.7685281,35.9685562,15.436,,10.577,9.96,9.69,33.928,-0.15965,0.15965,,,,0.22,-0.03,0.03,0.308,-0.005,0.005,M4.5 V,3138.0,-157.0,157.0
LP 791-18 b,LP 791-18,0.5,,,0.00609,,,0.108127583804297,-0.00517442232726835,0.0052636365053247,0.9479981,-2.1e-06,2.1e-06,0.00978,-0.00012,0.00012,0.0,,,88.37,-0.95,0.94,2019.0,,,,,,,2458774.86973,-0.00018,0.00018,0.33,-0.19,0.19,,,,564.3,-3.4,3.5,Transit,M-R relationship,<a refstr=PETERSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.617..701P/abstract target=ref>Peterson et al. 2023</a>,165.6904843,-16.4064445,16.91,,11.559,10.993,10.644,26.4927,-0.0638,0.064,-0.09,-0.19,0.19,0.139,-0.005,0.005,0.182,-0.007,0.007,M(6.1 +/- 0.7) V,2960.0,-55.0,55.0
LP 791-18 c,LP 791-18,0.5,,,0.0225278793282943,-0.00204512870997085,0.00204512870997085,0.221964875004201,-0.00856456109340968,0.00856456109340968,4.98991,-1.4e-06,1.2e-06,0.02961,-0.00036,0.00035,0.0001,-0.0001,0.0001,89.94,-0.05,0.05,2019.0,,,,,,,2458546.50923,-6.4e-05,6.5e-05,0.0367,-0.0222,0.0323,,,,324.4,-1.9,2.0,Transit,Mass,<a refstr=GREKLEK_MCKEON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...65G/abstract target=ref>Greklek-McKeon et al. 2025</a>,165.6904843,-16.4064445,16.91,,11.559,10.993,10.644,26.4927,-0.0638,0.064,-0.09,-0.19,0.19,0.139,-0.005,0.005,0.182,-0.007,0.007,M(6.1 +/- 0.7) V,2960.0,-55.0,55.0
LP 791-18 d,LP 791-18,0.5,,,0.00286318019395919,-0.000597806853683787,0.000597806853683787,0.0920690317541541,-0.00383620965642309,0.00392542383447944,2.75485,-0.00013,0.00013,0.01992,-0.00024,0.00024,0.0011,-0.0008,0.001,89.34,-0.41,0.41,2023.0,,,,,,,2458546.37888,-0.00038,0.00037,0.27,-0.17,0.17,,,,395.5,-2.3,2.6,Transit,Mass,<a refstr=GREKLEK_MCKEON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...65G/abstract target=ref>Greklek-McKeon et al. 2025</a>,165.6904843,-16.4064445,16.91,,11.559,10.993,10.644,26.4927,-0.0638,0.064,-0.09,-0.19,0.19,0.139,-0.005,0.005,0.182,-0.007,0.007,M(6.1 +/- 0.7) V,2960.0,-55.0,55.0
LP 890-9 b,LP 890-9,7.2,-3.1,2.2,0.0415318445717157,,,0.117762715034383,-0.00240878280752147,0.00472835143698659,2.7299025,-4e-06,3.4e-06,0.01875,-0.0001,0.0001,,,,89.67,-0.33,0.22,2022.0,,,,,,,2459447.82637,-0.00014,0.00014,0.15,-0.1,0.14,25.1,,,396.0,-3.0,3.0,Transit,Mass,<a refstr=DELREZ_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...667A..59D/abstract target=ref>Delrez et al. 2022</a>,64.1309096,-28.3157909,18.0,,12.258,11.692,11.344,32.4298,-0.0699,0.0702,-0.028,-0.089,0.089,0.118,-0.002,0.002,0.1556,-0.0086,0.0086,M6 V,2850.0,-75.0,75.0
LP 890-9 c,LP 890-9,7.2,-3.1,2.2,0.0796027020957884,,,0.121955781403032,-0.00347935294419768,0.0049067797930993,8.457463,-2.4e-05,2.4e-05,0.03984,-0.00022,0.00022,,,,89.287,-0.047,0.026,2022.0,,,,,,,2459520.70598,-0.00031,0.00031,0.697,-0.019,0.024,33.0,,,272.0,-2.0,2.0,Transit,Mass,<a refstr=DELREZ_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...667A..59D/abstract target=ref>Delrez et al. 2022</a>,64.1309096,-28.3157909,18.0,,12.258,11.692,11.344,32.4298,-0.0699,0.0702,-0.028,-0.089,0.089,0.118,-0.002,0.002,0.1556,-0.0086,0.0086,M6 V,2850.0,-75.0,75.0
LSPM J2116+0234 b,LSPM J2116+0234,2.0,,,0.0418462700185634,-0.00346096970078344,0.00314633609162131,0.331,,,14.4399,-0.0087,0.0078,0.0876,-0.0021,0.0022,0.183,-0.063,0.062,,,,2019.0,,,,,,,2457573.6,-1.1,1.1,,,,6.26,-0.39,0.41,371.684703891456,-9.61216735763988,9.61216735763988,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,319.1147513,2.5807711,11.961,,8.219,7.601,7.324,17.6297,-0.01865,0.01865,-0.05,-0.16,0.16,0.43,-0.031,0.031,0.431,-0.015,0.015,M3.0 V,3475.0,-51.0,51.0
LTT 3780 b,LTT 3780,3.1,-0.98,6.2,0.00774002557927429,-0.000597806853683787,0.000597806853683787,0.118208785924665,-0.00517442232726835,0.005085208149212,0.76837931,-4.2e-07,3.9e-07,0.01195,-0.00029,0.00028,0.0,,,86.1,-0.68,0.92,2020.0,90.0,,,,,,2459606.58098,-0.0004,0.00032,0.462,-0.094,0.063,3.24,-0.2,0.2,903.0,-26.0,26.0,Transit,Mass,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,154.6449033,-11.717801,13.14,,9.007,8.439,8.204001,21.9814,-0.0402,0.0403,0.06,-0.11,0.11,0.381,-0.034,0.024,0.38,-0.012,0.012,M3.5 V,3358.0,-92.0,92.0
LTT 3780 c,LTT 3780,3.1,-0.98,6.2,0.0252966689664087,-0.00151024889351693,0.00157317593074681,0.213221885554678,-0.00981355958619859,0.00892141780563508,12.252284,-1.3e-05,1.3e-05,0.0757,-0.0018,0.0018,0.024,-0.017,0.032,88.958,-0.068,0.074,2020.0,-66.0,-50.0,110.0,,,,2459600.54227,-0.00065,0.00066,0.794,-0.027,0.023,4.22,-0.16,0.16,359.0,-10.0,10.0,Transit,Mass,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,154.6449033,-11.717801,13.14,,9.007,8.439,8.204001,21.9814,-0.0402,0.0403,0.06,-0.11,0.11,0.381,-0.034,0.024,0.38,-0.012,0.012,M3.5 V,3358.0,-92.0,92.0
LTT 9779 b,LTT 9779,2.0,-0.9,1.3,0.0922505742063367,-0.00254853223421326,0.00245414215146462,0.421090195378714,-0.0205192256222678,0.0205192256222678,0.792052,-9.3e-06,9.3e-06,0.01679,-0.00012,0.00014,0.0,,,76.39,-0.43,0.43,2020.0,90.0,,,,,,2458354.2143,-0.00025,0.00025,,,,19.65,-0.43,0.43,1978.0,-19.0,19.0,Transit,Mass,<a refstr=JENKINS_ET_AL_2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4.1148J/abstract target=ref>Jenkins et al. 2020</a>,358.6688767,-37.6282237,9.79,,8.446,8.153,8.016,80.4373,-0.315,0.3174,0.27,-0.03,0.03,1.02,-0.03,0.02,0.949,-0.006,0.006,G7 V,5443.0,-13.0,14.0
LkCa 15 b,LkCa 15,0.001,,,,,,,,,,,,14.7,-2.1,2.1,,,,50.0,,,2015.0,,,,,,,,,,,,,,,,66.869158552873,,,Imaging,Msini,,69.8241791,22.3508662,12.025,,9.424,8.6,8.163,158.152,-1.204,1.223,0.26,-0.01,0.01,,,,1.60711,,,,4194.0,-130.0,130.0
LkCa 15 c,LkCa 15,0.001,,,,,,,,,,,,18.6,-2.5,2.5,,,,50.0,,,2015.0,,,,,,,,,,,,,,,,59.4467414002752,,,Imaging,Msini,,69.8241791,22.3508662,12.025,,9.424,8.6,8.163,158.152,-1.204,1.223,0.26,-0.01,0.01,,,,1.60711,,,,4194.0,-130.0,130.0
MASCARA-1 b,MASCARA-1,0.8,-0.2,0.2,3.7,-0.9,0.9,1.597,-0.019,0.018,2.14877381,-8.7e-07,8.8e-07,0.040352,-4.9e-05,4.6e-05,0.00034,-0.00023,0.00034,88.45,-0.17,0.17,2017.0,-16.0,-52.0,67.0,,,,2458833.488151,-9.2e-05,9.1e-05,0.113,-0.012,0.012,400.0,-100.0,100.0,2594.3,-1.5,1.6,Transit,Mass,<a refstr=HOOTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..75H/abstract target=ref>Hooton et al. 2022</a>,317.5515264,10.7388967,8.28,,7.819,7.749,7.74,182.273,-1.922,1.963,0.15,-0.15,0.15,1.9,-0.068,0.063,2.082,-0.024,0.022,A8,7490.0,-150.0,150.0
MASCARA-4 b,MASCARA-4,0.8,,,1.675,-0.241,0.241,1.515,-0.044,0.044,2.8240932,-4.6e-06,4.6e-06,0.0474,-0.0013,0.0013,0.0,,,86.89,-0.49,0.49,2020.0,,,,,,,2458909.66419,-0.00046,0.00046,0.309,-0.044,0.044,165.9,-23.7,23.7,2250.0,-62.0,62.0,Transit,Mass,<a refstr=ZHANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..47Z/abstract target=ref>Zhang et al. 2022</a>,147.5800667,-66.1139253,8.191,,7.837,7.785,7.75,170.696,-0.928,0.938,0.0,,,1.75,-0.05,0.05,1.79,-0.04,0.04,A7 V,7800.0,-200.0,200.0
MWC 758 c,MWC 758,0.0035,-0.002,0.002,,,,,,,,,,100.0,,,,,,,,,2023.0,,,,,,,,,,,,,,,,500.0,-100.0,100.0,Imaging,Msini,,82.6147199,25.3324076,8.270001,,7.221,6.56,5.804,159.537,-1.706,1.742,,,,1.5,,,2.01446,-0.0728935,0.0887296,A8Ve,7314.0,-143.288,150.806
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,4.3,-0.4,0.4,1.8,-0.2,0.2,1.2,,,77.48,-0.19,0.18,0.384,-0.004,0.004,0.0,,,,,,2024.0,90.0,,,,,,2459231.1,-1.2,1.3,,,,74.0,-8.0,8.0,683.0,-9.0,9.0,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,133.0147781,11.6899626,12.704,,11.634,11.365,11.306,852.793,-27.625,29.499,-0.013,-0.023,0.023,1.26,-0.04,0.04,2.13,-0.04,0.04,F9.5 V,6000.0,-40.0,40.0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,4.15,-0.65,0.65,0.32,-0.03,0.03,1.1,,,6.959,-0.001,0.001,,,,0.3,-0.08,0.08,,,,2014.0,99.36,-20.47,20.47,2455289.98,-0.51,0.51,,,,,,,35.8,-3.81,3.81,,,,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,132.7533077,11.8146537,14.569,,13.366,13.041,12.965,872.92,-28.353,28.353,0.023,-0.015,0.015,1.01,-0.02,0.02,0.99,-0.02,0.02,G5 V,5780.0,-27.0,27.0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,4.15,-0.65,0.65,0.4,-0.38,0.38,1.25,,,5.118,-0.001,0.001,,,,0.28,-0.09,0.09,,,,2014.0,327.33,-16.09,16.09,2455986.3,-0.3,0.3,,,,,,,50.06,-5.03,5.03,,,,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,132.7531307,11.8865128,14.684,,13.474,13.157,13.105,914.221,-30.32,30.32,0.03,-0.05,0.05,0.96,-0.01,0.01,0.89,-0.02,0.02,G5 V,5725.0,-45.0,45.0
NGTS-10 b,NGTS-10,10.4,-2.5,2.5,2.162,-0.107,0.092,1.205,-0.083,0.117,0.7668944,-3e-07,3e-07,0.0143,-0.001,0.001,0.0,,,,,,2020.0,,,,,,,2457518.84377,-0.00017,0.00017,0.8523,-0.0197,0.03158,594.9,-6.3,7.7,1332.0,-54.0,49.0,Transit,Mass,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,91.8722801,-25.5948963,14.506,,12.392,11.878,11.728,324.698650358327,-27.522287442798,27.522287442798,-0.02,-0.12,0.12,0.696,-0.04,0.04,0.697,-0.036,0.036,K5 V,4600.0,-150.0,150.0
NGTS-11 b,NGTS-11,3.9,-1.6,1.6,0.344,-0.073,0.092,0.817,-0.032,0.028,35.45533,-0.00019,0.00019,0.201,-0.0022,0.0021,0.13,-0.09,0.1,89.16,-0.29,0.2,2020.0,32.0,-76.0,53.0,,,,2458390.7043,-0.0016,0.0016,0.81,-0.1,0.13,21.2,-4.1,4.6,435.0,-32.0,34.0,Transit,Mass,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..11G/abstract target=ref>Gill et al. 2020</a>,23.5214497,-14.4191493,12.456,,10.855,10.401,10.315,190.422,-1.744,1.777,0.22,-0.08,0.08,0.862,-0.028,0.028,0.832,-0.013,0.013,K,5050.0,-80.0,80.0
NGTS-12 b,NGTS-12,9.4,-1.5,1.5,0.208,-0.022,0.022,1.048,-0.032,0.032,7.532806,-4.8e-05,4.8e-05,0.0757,-0.0014,0.0014,0.0,,,88.9,-0.76,0.76,2020.0,,,,,,,2458572.8549,-0.0017,0.0017,0.2,-0.13,0.13,21.3,-2.1,2.1,1257.0,-34.0,34.0,Transit,Mass,<a refstr=BRYANT_ET_AL_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.3139B/abstract target=ref>Bryant et al. 2020</a>,176.2499418,-35.640563,12.382,,10.992,10.692,10.588,446.442,-7.453,7.706,-0.03,-0.11,0.11,1.021,-0.049,0.056,1.589,-0.04,0.04,G,5690.0,-130.0,130.0
NGTS-13 b,NGTS-13,4.23,-1.59,2.65,4.84,-0.44,0.44,1.142,-0.046,0.046,4.119027,-2.3e-05,2.3e-05,0.0549,-0.0025,0.0015,0.086,-0.034,0.034,88.7,-1.2,1.2,2021.0,-146.4,-24.2,24.2,,,,2458572.8247,-0.0018,0.0018,0.156,-0.145,0.145,526.1,-29.5,29.5,1605.0,-30.0,30.0,Transit,Mass,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,176.2402326,-38.1397158,12.744,,11.481,11.244,11.141,647.595,-14.402,15.059,0.25,-0.17,0.17,1.3,-0.18,0.11,1.788,-0.057,0.057,,5819.0,-73.0,73.0
NGTS-14 A b,NGTS-14 A,5.9,-3.4,3.0,0.092,-0.012,0.012,0.444,-0.03,0.03,3.5357173,-6.9e-06,6.9e-06,0.0403,-0.0071,0.0071,0.0,,,86.7,-1.7,1.7,2021.0,,,,,,,2457502.5545,-0.002,0.002,0.59,-0.38,0.23,13.2,-1.7,1.7,1143.0,-139.0,139.0,Transit,Mass,<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>,328.5174799,-38.3774193,13.268,,11.813,11.386,11.305,322.148,-3.553,3.632,0.1,-0.03,0.03,0.898,-0.035,0.035,0.842,-0.006,0.006,K1 V,5187.0,-11.0,11.0
NGTS-15 b,NGTS-15,3.28,-3.56,4.23,0.751,-0.088,0.102,1.1,-0.1,0.1,3.27623,-1e-05,1e-05,0.0441,-0.0046,0.0046,0.0,,,,,,2021.0,,,,,,,2458405.0558,-0.0007,0.0007,0.509,-0.112,0.086,106.0,-7.0,7.0,1146.0,-47.0,47.0,Transit,Mass,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,73.3553101,-32.8003484,14.669,,13.341,12.967,12.907,786.485,-10.408,10.685,0.15,-0.1,0.1,0.995,-0.025,0.025,0.954,-0.082,0.082,G6 V,5600.0,-150.0,150.0
NGTS-16 b,NGTS-16,10.29,-1.48,1.57,0.667,-0.129,0.157,1.3,-0.12,0.13,4.84532,-2e-05,2e-05,0.0523,-0.0064,0.0064,0.0,,,,,,2021.0,,,,,,,2458435.6054,-0.0013,0.0013,0.807,-0.036,0.049,74.0,-12.0,14.0,1177.0,-59.0,59.0,Transit,Mass,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,58.2639299,-30.8046405,14.529,,13.09,12.735,12.647,898.168,-17.042,17.701,0.35,-0.1,0.1,1.002,-0.031,0.031,1.213,-0.107,0.11,G7 V,5550.0,-150.0,150.0
NGTS-17 b,NGTS-17,9.22,-1.4,1.41,0.764,-0.164,0.195,1.24,-0.11,0.11,3.24253,-1e-05,1e-05,0.0391,-0.0043,0.0043,0.0,,,,,,2021.0,,,,,,,2458442.5219,-0.0009,0.0009,0.688,-0.056,0.043,93.0,-17.0,20.0,1457.0,-50.0,50.0,Transit,Mass,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,72.9005729,-34.2262128,14.412,,13.114,12.867,12.724,1040.28,-21.16,22.05,0.15,-0.1,0.1,1.025,-0.033,0.034,1.337,-0.125,0.125,G4 V,5650.0,-100.0,100.0
NGTS-18 b,NGTS-18,10.84,-1.45,1.28,0.409,-0.063,0.081,1.21,-0.18,0.18,3.05125,-1e-05,1e-05,0.0448,-0.0068,0.0068,0.0,,,,,,2021.0,,,,,,,2458564.4506,-0.0007,0.0007,0.183,-0.115,0.147,62.0,-5.0,5.0,1381.0,-53.0,55.0,Transit,Mass,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,180.5462193,-35.5486091,14.588,,13.265,12.888,12.87,1096.19,-40.02,43.11,0.15,-0.1,0.1,1.003,-0.025,0.03,1.392,-0.209,0.209,G5 V,5610.0,-150.0,150.0
NGTS-2 b,NGTS-2,2.17,-0.37,0.37,0.74,-0.12,0.13,1.595,-0.045,0.047,4.511164,-6.1e-05,6.1e-05,0.063,-0.003,0.0024,0.0,,,88.5,-1.2,1.0,2018.0,,,,,,,2457759.1261,-0.0013,0.0014,,,,65.8,-9.1,9.5,1468.0,-42.0,45.0,Transit,Mass,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,215.1227617,-31.2020698,10.789,,10.055,9.858,9.799,356.391,-7.845,8.2,-0.06,-0.09,0.09,1.64,-0.22,0.19,1.702,-0.044,0.047,F5 V,6478.0,-89.0,94.0
NGTS-20 b,NGTS-20,4.1,-2.7,2.7,2.98,-0.15,0.16,1.07,-0.04,0.04,54.18915,-0.00015,0.00015,0.313,-0.013,0.013,0.432,-0.023,0.023,88.4,-0.6,0.6,2022.0,66.1,-3.2,3.2,,,,2458432.9798,-0.0025,0.0025,0.846,-0.015,0.014,137.0,-5.0,5.0,688.0,-13.0,14.0,Transit,Mass,<a refstr=ULMER_MOLL_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..46U/abstract target=ref>Ulmer-Moll et al. 2022</a>,46.2926368,-21.9336472,11.233,,10.143,9.879,9.83,382.898,-7.159,7.433,0.15,-0.08,0.08,1.47,-0.09,0.09,1.78,-0.05,0.05,G1 IV,5980.0,-80.0,80.0
